Time,Jitter,PacketLoss
40.49,2.53,2302
40.52,2.53,61180
40.55,2.53,2044
40.59,2.54,3067
40.62,2.54,61433
40.65,2.54,-7
40.68,2.54,62455
40.71,2.54,64246
40.74,2.55,62197
40.77,2.55,-1035
40.81,2.55,56819
40.84,2.55,63474
40.87,2.55,63985
40.90,2.55,1009
40.93,2.56,2544
40.96,2.56,751
40.99,2.56,58349
41.02,2.56,58092
41.06,2.56,62955
41.09,2.57,59882
41.12,2.57,59881
41.15,2.57,59880
41.18,2.57,56551
41.22,2.57,1767
41.25,2.58,63717
41.28,2.58,-795
41.31,2.58,-28
41.34,2.58,62946
41.37,2.58,61665
41.40,2.59,59360
41.43,2.59,224
41.47,2.59,63198
41.50,2.59,3550
41.53,2.59,-1315
41.56,2.60,61147
41.59,2.60,64218
41.62,2.60,4826
41.65,2.60,-295
41.69,2.60,1240
41.72,2.61,-41
41.75,2.61,56021
41.78,2.61,-299
41.81,2.61,59347
41.84,2.61,61650
41.87,2.62,1746
41.91,2.62,53712
41.94,2.62,-1328
41.97,2.62,56014
42.00,2.62,57549
42.03,2.63,2509
42.07,2.63,2508
42.10,2.63,61386
42.13,2.63,59337
42.16,2.63,1225
42.19,2.64,200
42.22,2.64,58054
42.28,2.64,4038
42.30,2.64,-571
42.33,2.64,59843
42.36,2.65,-317
42.40,2.65,60865
42.43,2.65,63680
42.46,2.65,3520
42.49,2.65,4799
42.52,2.66,5310
42.55,2.66,60860
42.58,2.66,-68
42.62,2.66,62138
42.65,2.66,63161
42.68,2.67,-839
42.71,2.67,4792
42.74,2.67,5559
42.77,2.67,694
42.81,2.67,54452
42.84,2.68,2484
42.87,2.68,-1357
42.90,2.68,946
42.93,2.68,59824
42.96,2.68,2736
42.99,2.69,63406
43.02,2.69,430
43.06,2.69,1197
43.09,2.69,59563
43.12,2.69,60586
43.15,2.70,6058
43.18,2.70,63144
43.21,2.70,2984
43.24,2.70,64166
43.28,2.70,60837
43.31,2.71,61348
43.34,2.71,59811
43.37,2.71,62882
43.40,2.71,1698
43.43,2.71,161
43.46,2.72,62111
43.50,2.72,-97
43.53,2.72,2462
43.56,2.72,63388
43.59,2.72,63131
43.62,2.73,61850
43.65,2.73,62873
43.69,2.73,2969
43.72,2.73,-1128
43.75,2.73,1687
43.78,2.73,-1130
43.81,2.74,64148
43.84,2.74,63123
43.87,2.74,56978
43.90,2.74,63633
43.93,2.74,5521
43.96,2.75,400
44.00,2.75,399
44.03,2.75,57997
44.06,2.75,63884
44.09,2.75,62091
44.12,2.76,907
44.15,2.76,63369
44.19,2.76,63624
44.22,2.76,60039
44.25,2.76,1927
44.28,2.77,-1402
44.31,2.77,-635
44.34,2.77,62339
44.37,2.77,3203
44.41,2.77,130
44.44,2.78,61824
44.47,2.78,10112
44.50,2.78,3455
44.53,2.78,3454
44.56,2.78,61308
44.59,2.79,62075
44.63,2.79,-901
44.66,2.79,-902
44.69,2.79,377
44.72,2.79,64119
44.75,2.80,-1417
44.78,2.80,374
44.81,2.80,63348
44.85,2.80,58483
44.88,2.80,115
44.91,2.81,-1422
44.94,2.81,2161
44.97,2.81,880
45.00,2.81,61806
45.03,2.81,61037
45.07,2.82,63340
45.10,2.82,1644
45.13,2.82,55914
45.16,2.82,62057
45.19,2.82,61288
45.22,2.83,62055
45.26,2.83,62310
45.29,2.83,60773
45.32,2.83,62820
45.35,2.83,868
45.38,2.83,-1437
45.41,2.84,55137
45.44,2.84,61024
45.47,2.84,-416
45.51,2.84,61022
45.54,2.84,-674
45.57,2.85,59484
45.60,2.85,61531
45.63,2.85,59482
45.66,2.85,63065
45.69,2.85,3161
45.73,2.86,-1192
45.76,2.86,57942
45.79,2.86,3414
45.82,2.86,62804
45.85,2.86,3924
45.89,2.87,64082
45.92,2.87,-174
45.95,2.87,62288
45.98,2.87,60751
46.01,2.87,5199
46.04,2.88,8782
46.07,2.88,62284
46.10,2.88,62795
46.13,2.88,61002
46.17,2.88,61769
46.20,2.89,63304
46.23,2.89,57415
46.26,2.89,59206
46.29,2.89,3910
46.32,2.89,63556
46.35,2.90,62787
46.39,2.90,61762
46.42,2.90,3138
46.45,2.90,-1471
46.48,2.90,-960
46.51,2.91,62270
46.54,2.91,4158
46.57,2.91,-451
46.60,2.91,63803
46.64,2.91,1595
46.67,2.92,62009
46.70,2.92,-967
46.73,2.92,63799
46.76,2.92,50230
46.79,2.92,63541
46.82,2.93,4149
46.86,2.93,2356
46.89,2.93,60722
46.92,2.93,62513
46.95,2.93,62768
46.98,2.94,2352
47.01,2.94,1071
47.04,2.94,-978
47.08,2.94,-211
47.11,2.94,300
47.14,2.94,63018
47.17,2.95,1578
47.20,2.95,297
47.23,2.95,57127
47.26,2.95,59174
47.30,2.95,61733
47.33,2.96,61732
47.36,2.96,-476
47.39,2.96,6435
47.42,2.96,62497
47.45,2.96,-735
47.49,2.97,7456
47.52,2.97,61470
47.55,2.97,60957
47.58,2.97,1053
47.61,2.97,62491
47.64,2.98,1563
47.68,2.98,61721
47.71,2.98,64024
47.74,2.98,-488
47.77,2.98,60694
47.80,2.99,1046
47.83,2.99,1557
47.86,2.99,3604
47.89,2.99,61202
47.93,2.99,62737
47.96,3.00,2321
47.99,3.00,528
48.02,3.00,15
48.05,3.00,59661
48.08,3.00,62220
48.11,3.01,61195
48.15,3.01,63754
48.18,3.01,-758
48.21,3.01,61192
48.24,3.01,63495
48.27,3.02,60422
48.30,3.02,518
48.34,3.02,62468
48.37,3.02,62467
48.42,3.02,61698
48.45,3.03,3074
48.48,3.03,61696
48.51,3.03,63231
48.54,3.03,2303
48.57,3.03,63741
48.60,3.04,-1539
48.63,3.04,60155
48.67,3.04,-517
48.69,3.04,62457
48.73,3.04,62200
48.76,3.05,63479
48.79,3.05,60918
48.82,3.05,246
48.85,3.05,60404
48.88,3.05,59123
48.91,3.06,-269
48.95,3.06,62705
48.98,3.06,-783
49.01,3.06,56559
49.04,3.06,63214
49.07,3.07,62701
49.10,3.07,61676
49.13,3.07,2540
49.17,3.07,3307
49.20,3.07,-278
49.23,3.08,60648
49.26,3.08,62695
49.29,3.08,-1305
49.32,3.08,58597
49.35,3.08,62948
49.38,3.09,-1564
49.42,3.09,483
49.45,3.09,60641
49.48,3.09,225
49.51,3.09,60639
49.54,3.10,61406
49.57,3.10,5598
49.60,3.10,62940
49.64,3.10,-548
49.67,3.10,1499
49.70,3.10,63961
49.73,3.11,-1319
49.76,3.11,-808
49.79,3.11,58326
49.83,3.11,60629
49.86,3.11,63700
49.89,3.12,61651
49.92,3.12,723
49.95,3.12,2514
49.98,3.12,63184
50.01,3.12,60111
50.04,3.13,-561
50.07,3.13,-818
50.11,3.13,63180
50.14,3.13,-308
50.17,3.13,-53
50.20,3.14,1226
50.23,3.14,63944
50.26,3.14,63943
50.30,3.14,62662
50.33,3.14,60613
50.36,3.15,5061
50.39,3.15,964
50.42,3.15,-1341
50.45,3.15,2498
50.49,3.15,2753
50.52,3.16,61887
50.55,3.16,-321
50.58,3.16,190
50.61,3.16,63932
50.64,3.16,-1604
50.68,3.17,-1349
50.71,3.17,63929
50.74,3.17,441
50.77,3.17,58807
50.80,3.17,439
50.83,3.18,63925
50.86,3.18,4789
50.90,3.18,948
50.93,3.18,1971
50.96,3.18,63665
50.99,3.19,60848
51.02,3.19,62127
51.05,3.19,60078
51.08,3.19,63917
51.11,3.19,1965
51.15,3.20,172
51.18,3.20,58538
51.21,3.20,-1110
51.24,3.20,61352
51.27,3.20,54951
51.30,3.21,2471
51.34,3.21,-1114
51.37,3.21,-1371
51.40,3.21,2468
51.46,3.21,63394
51.49,3.22,5282
51.52,3.22,1953
51.55,3.22,60063
51.59,3.22,63390
51.62,3.22,60317
51.65,3.23,925
51.68,3.23,3484
51.71,3.23,60314
51.74,3.23,-358
51.78,3.23,153
51.81,3.24,62615
51.84,3.24,-617
51.87,3.24,59029
51.90,3.24,62356
51.93,3.24,62867
51.96,3.25,3731
52.00,3.25,61585
52.03,3.25,63632
52.06,3.25,62095
52.09,3.25,62350
52.12,3.26,61581
52.15,3.26,62604
52.18,3.26,60299
52.22,3.26,57994
52.25,3.26,650
52.28,3.27,63624
52.31,3.27,2696
52.34,3.27,3463
52.37,3.27,902
52.40,3.27,57988
52.43,3.28,59011
52.47,3.28,-381
52.50,3.28,62849
52.53,3.28,1153
52.57,3.28,61823
52.60,3.29,-641
52.64,3.29,1406
52.66,3.29,893
52.69,3.29,892
52.72,3.29,2683
52.75,3.30,3962
52.78,3.30,60280
52.81,3.30,3448
52.84,3.30,-1161
52.88,3.30,62325
52.91,3.31,56948
52.94,3.31,5236
52.97,3.31,115
53.00,3.31,626
53.03,3.31,4465
53.06,3.32,112
53.10,3.32,60270
53.13,3.32,58733
53.16,3.32,-915
53.19,3.32,56683
53.22,3.33,-917
53.25,3.33,60265
53.28,3.33,-1175
53.32,3.33,4456
53.35,3.33,2919
53.38,3.34,3686
53.41,3.34,5221
53.44,3.34,100
53.48,3.34,3683
53.51,3.34,60513
53.54,3.34,1121
53.57,3.35,608
53.60,3.35,60766
53.63,3.35,862
53.66,3.35,63836
53.70,3.35,604
53.73,3.36,63322
53.76,3.36,-1702
53.79,3.36,1113
53.82,3.36,1624
53.85,3.36,59478
53.88,3.37,-682
53.92,3.37,58708
53.95,3.37,63315
53.98,3.37,-1197
54.01,3.37,59217
54.04,3.38,63056
54.07,3.38,62799
54.11,3.38,58446
54.14,3.38,59725
54.17,3.38,1101
54.20,3.39,1100
54.23,3.39,61002
54.26,3.39,60489
54.29,3.39,62024
54.33,3.39,62791
54.36,3.40,1607
54.39,3.40,60741
54.42,3.40,57668
54.45,3.40,580
54.48,3.40,2883
54.51,3.41,63297
54.55,3.41,61248
54.58,3.41,-448
54.61,3.41,60222
54.64,3.41,63549
54.67,3.42,1597
54.70,3.42,63803
54.73,3.42,58682
54.76,3.42,62265
54.79,3.42,2105
54.83,3.43,61495
54.86,3.43,823
54.89,3.43,57141
54.92,3.43,-1227
54.95,3.43,-716
54.98,3.44,59698
55.02,3.44,2098
55.05,3.44,62256
55.08,3.44,-1488
55.11,3.44,60206
55.14,3.45,-1234
55.17,3.45,45
55.20,3.45,44
55.24,3.45,63018
55.27,3.45,58409
55.30,3.45,62248
55.33,3.46,2600
55.36,3.46,-729
55.39,3.46,2598
55.42,3.46,63012
55.46,3.46,804
55.49,3.47,35
55.52,3.47,55585
55.55,3.47,3105
55.58,3.47,61727
55.62,3.47,63006
55.65,3.48,62237
55.68,3.48,63260
55.71,3.48,61723
55.74,3.48,539
55.77,3.48,59929
55.80,3.49,60696
55.83,3.49,62743
55.87,3.49,62998
55.90,3.49,-1770
55.93,3.49,62740
55.96,3.50,788
55.99,3.50,63762
56.02,3.50,60177
56.05,3.50,3601
56.08,3.50,62991
56.12,3.51,62478
56.15,3.51,63245
56.18,3.51,62476
56.21,3.51,61963
56.24,3.51,3083
56.27,3.52,59657
56.31,3.52,3081
56.34,3.52,61191
56.37,3.52,-249
56.40,3.52,61957
56.43,3.53,1029
56.46,3.53,62211
56.50,3.53,-1021
56.53,3.53,3842
56.56,3.53,2049
56.59,3.54,59391
56.62,3.54,255
56.65,3.54,766
56.69,3.54,3581
56.72,3.54,58619
56.75,3.55,-5
56.78,3.55,63481
56.81,3.55,-775
56.84,3.55,60663
56.87,3.55,1527
56.90,3.56,63733
56.93,3.56,59636
56.97,3.56,7924
57.00,3.56,1779
57.05,3.56,-1550
57.08,3.57,-1551
57.11,3.57,-16
57.14,3.57,2543
57.17,3.57,-1810
57.20,3.57,1261
57.23,3.58,62699
57.26,3.58,60650
57.30,3.58,62953
57.33,3.58,745
57.36,3.58,-1560
57.39,3.59,61926
57.42,3.59,230
57.45,3.59,1509
57.48,3.59,-28
57.52,3.59,739
57.55,3.60,62945
57.58,3.60,-287
57.61,3.60,57567
57.64,3.60,58078
57.67,3.60,59869
57.70,3.61,63196
57.73,3.61,-548
57.76,3.61,62682
57.80,3.61,3034
57.83,3.61,1497
57.86,3.61,-1576
57.89,3.62,2007
57.92,3.62,1238
57.95,3.62,213
57.99,3.62,61139
58.02,3.62,-1581
58.05,3.63,62673
58.08,3.63,-815
58.11,3.63,58831
58.14,3.63,60622
58.17,3.63,62413
58.20,3.64,61900
58.24,3.64,62667
58.27,3.64,-1845
58.30,3.64,3786
58.33,3.64,62664
58.36,3.65,-1336
58.39,3.65,5831
58.42,3.65,-570
58.46,3.65,62404
58.49,3.65,2756
58.52,3.66,62914
58.55,3.66,60353
58.58,3.66,1217
58.61,3.66,2240
58.64,3.66,191
58.67,3.67,-578
58.70,3.67,189
58.74,3.67,-1604
58.77,3.67,60346
58.80,3.67,2234
58.83,3.68,-327
58.86,3.68,1720
58.89,3.68,58038
58.92,3.68,182
58.96,3.68,61364
58.99,3.69,2740
59.02,3.69,1203
59.05,3.69,-590
59.08,3.69,2993
59.11,3.69,-1360
59.14,3.70,63662
59.18,3.70,60845
59.21,3.70,61356
59.24,3.70,60331
59.27,3.70,5291
59.30,3.71,4266
59.33,3.71,62632
59.37,3.71,3752
59.40,3.71,5799
59.43,3.71,62885
59.46,3.72,-1883
59.49,3.72,59299
59.52,3.72,59810
59.56,3.72,-1374
59.59,3.72,59808
59.62,3.72,928
59.65,3.73,927
59.68,3.73,61597
59.71,3.73,4253
59.74,3.73,2972
59.78,3.73,58522
59.81,3.74,62873
59.84,3.74,665
59.87,3.74,60567
59.90,3.74,63382
59.93,3.74,-106
59.96,3.75,1685
60.00,3.75,61843
60.06,3.75,-1645
60.09,3.75,2450
60.12,3.76,-367
60.15,3.76,56207
60.18,3.76,57742
60.22,3.76,-882
60.25,3.76,2701
60.28,3.77,652
60.31,3.77,53386
60.34,3.77,906
60.37,3.77,62088
60.40,3.77,60807
60.44,3.78,2183
60.47,3.78,57733
60.50,3.78,62340
60.53,3.78,62595
60.56,3.78,62082
60.59,3.79,62849
60.62,3.79,2689
60.65,3.79,57727
60.68,3.79,62846
60.72,3.79,61053
60.75,3.80,58748
60.78,3.80,63099
60.81,3.80,1915
60.84,3.80,2938
60.87,3.80,62584
60.91,3.81,61559
60.94,3.81,375
60.97,3.81,54901
61.00,3.81,-1163
61.03,3.81,372
61.06,3.82,61810
61.09,3.82,61041
61.12,3.82,61808
61.16,3.82,4464
61.19,3.82,63342
61.22,3.82,622
61.25,3.83,60268
61.28,3.83,-1684
61.31,3.83,-1941
61.34,3.83,61545
61.38,3.83,1641
61.41,3.84,3176
61.44,3.84,62566
61.47,3.84,56421
61.50,3.84,59748
61.53,3.84,-668
61.56,3.85,61282
61.60,3.85,58977
61.63,3.85,60000
61.66,3.85,3680
61.69,3.85,1887
61.72,3.86,2910
61.75,3.86,63324
61.78,3.86,62043
61.81,3.86,63578
61.85,3.86,346
61.88,3.87,62296
61.91,3.87,-1448
61.94,3.87,57430
61.97,3.87,60757
62.00,3.87,61012
62.03,3.88,63059
62.06,3.88,339
62.10,3.88,3410
62.13,3.88,2385
62.16,3.88,57935
62.19,3.89,62542
62.22,3.89,334
62.25,3.89,62028
62.29,3.89,60747
62.32,3.89,-1205
62.35,3.90,-1974
62.38,3.90,61768
62.41,3.90,-184
62.44,3.90,839
62.47,3.90,4678
62.50,3.91,1861
62.54,3.91,3656
62.57,3.91,59718
62.60,3.91,43587
62.63,3.91,2113
62.66,3.92,57151
62.69,3.92,56126
62.72,3.92,61757
62.75,3.92,1341
62.79,3.92,3132
62.82,3.92,4411
62.85,3.93,2618
62.88,3.93,569
62.91,3.93,312
62.94,3.93,60470
62.97,3.93,566
63.00,3.94,-1995
63.04,3.94,60723
63.07,3.94,62514
63.10,3.94,1586
63.13,3.94,817
63.17,3.95,816
63.19,3.95,2351
63.22,3.95,61229
63.26,3.95,-467
63.29,3.95,59691
63.32,3.96,61738
63.35,3.96,59945
63.38,3.96,3369
63.41,3.96,61735
63.44,3.96,5927
63.47,3.97,59941
63.50,3.97,59940
63.54,3.97,62755
63.57,3.97,59938
63.60,3.97,1826
63.63,3.98,59936
63.66,3.98,3104
63.69,3.98,3103
63.72,3.98,63517
63.75,3.98,60188
63.79,3.99,63515
63.82,3.99,59930
63.85,3.99,-1510
63.88,3.99,61464
63.91,3.99,280
63.94,3.99,-2025
63.97,4.00,534
64.00,4.00,60180
64.04,4.00,60435
64.07,4.00,62994
64.10,4.00,-1774
64.13,4.01,17
64.16,4.01,62479
64.19,4.01,2575
64.22,4.01,1806
64.25,4.01,62988
64.29,4.02,61451
64.32,4.02,57098
64.35,4.02,61961
64.38,4.02,63240
64.41,4.02,2568
64.44,4.03,-1529
64.48,4.03,-1274
64.51,4.03,57860
64.54,4.03,61187
64.57,4.03,57858
64.60,4.04,-254
64.63,4.04,-1023
64.66,4.04,-768
64.70,4.04,62462
64.73,4.04,-2
64.76,4.05,63484
64.79,4.05,58363
64.82,4.05,1275
64.85,4.05,62201
64.88,4.05,59128
64.91,4.06,-1800
64.95,4.06,-1545
64.98,4.06,758
65.01,4.06,2037
65.04,4.06,-1292
65.07,4.07,-1293
65.11,4.07,754
65.14,4.07,497
65.17,4.07,5872
65.20,4.07,61934
65.23,4.08,-1298
65.26,4.08,61932
65.29,4.08,60395
65.33,4.08,62442
65.36,4.08,-1814
65.39,4.09,58600
65.42,4.09,59623
65.45,4.09,60902
65.48,4.09,60645
65.52,4.09,-2075
65.55,4.10,-1564
65.58,4.10,227
65.61,4.10,63201
65.64,4.10,3041
65.67,4.10,-1312
65.70,4.11,59102
65.73,4.11,62173
65.77,4.11,5085
65.80,4.11,2524
65.83,4.11,55258
65.86,4.11,4570
65.89,4.12,60632
65.92,4.12,3288
65.95,4.12,-809
65.99,4.12,60117
66.02,4.12,50900
66.05,4.13,62419
66.08,4.13,60882
66.11,4.13,978
66.14,4.13,5073
66.17,4.13,-2096
66.21,4.14,207
66.24,4.14,-1074
66.27,4.14,62668
66.30,4.14,-820
66.33,4.14,62410
66.36,4.15,62153
66.39,4.15,-1591
66.43,4.15,56775
66.46,4.15,61638
66.51,4.16,61125
66.54,4.16,7365
66.57,4.16,-572
66.60,4.16,1987
66.63,4.16,-1086
66.66,4.17,59328
66.69,4.17,58047
66.72,4.17,-577
66.76,4.17,59325
66.79,4.17,-1091
66.82,4.17,59835
66.85,4.18,63418
66.88,4.18,2234
66.91,4.18,63160
66.95,4.18,952
66.98,4.18,-1353
67.01,4.19,1718
67.04,4.19,3253
67.07,4.19,62643
67.10,4.19,62642
67.13,4.19,61617
67.17,4.20,4017
67.20,4.20,2992
67.23,4.20,3503
67.26,4.20,62637
67.29,4.20,59052
67.32,4.21,-1876
67.35,4.21,55466
67.39,4.21,56233
67.42,4.21,63144
67.45,4.21,59815
67.48,4.22,59558
67.51,4.22,56229
67.54,4.22,61604
67.57,4.22,61859
67.61,4.22,59042
67.64,4.23,59553
67.67,4.23,417
67.70,4.23,-1376
67.73,4.23,62110
67.76,4.23,63133
67.79,4.24,413
67.82,4.24,5276
67.86,4.24,59546
67.89,4.24,54425
67.92,4.24,60312
67.95,4.25,61591
67.98,4.25,62870
68.01,4.25,62613
68.04,4.25,59028
68.08,4.25,-1388
68.11,4.26,61074
68.14,4.26,58257
68.17,4.26,60816
68.20,4.26,61327
68.23,4.26,1423
68.26,4.27,-1138
68.30,4.27,3725
68.32,4.27,61323
68.36,4.27,61834
68.39,4.27,906
68.42,4.27,61320
68.45,4.28,1928
68.48,4.28,-121
68.51,4.28,1670
68.54,4.28,2693
68.58,4.28,-892
68.61,4.29,63106
68.64,4.29,54145
68.67,4.29,62336
68.70,4.29,128
68.73,4.29,61054
68.76,4.30,-1410
68.79,4.30,59772
68.83,4.30,59259
68.86,4.30,-1925
68.89,4.30,-1158
68.92,4.31,60792
68.95,4.31,52343
68.98,4.31,-137
69.02,4.31,1142
69.04,4.31,1141
69.08,4.32,62067
69.11,4.32,60786
69.14,4.32,-654
69.17,4.32,1137
69.20,4.32,-1936
69.23,4.33,61806
69.26,4.33,61805
69.29,4.33,621
69.32,4.33,60779
69.36,4.33,-405
69.39,4.34,58473
69.42,4.34,2153
69.45,4.34,5992
69.48,4.34,63334
69.51,4.34,63333
69.54,4.35,-1435
69.57,4.35,100
69.60,4.35,59234
69.64,4.35,-1182
69.67,4.35,353
69.70,4.35,-672
69.73,4.36,-929
69.76,4.36,61021
69.79,4.36,-931
69.83,4.36,63067
69.86,4.36,4955
69.89,4.37,1370
69.92,4.37,62040
69.95,4.37,2904
69.98,4.37,58198
70.01,4.37,-1194
70.05,4.38,59732
70.08,4.38,54355
70.11,4.38,59730
70.14,4.38,62289
70.17,4.38,57424
70.20,4.39,2896
70.23,4.39,61262
70.27,4.39,61261
70.30,4.39,61516
70.33,4.39,-2228
70.36,4.40,-1717
70.39,4.40,58697
70.42,4.40,-1463
70.45,4.40,-440
70.48,4.40,58950
70.52,4.41,60997
70.55,4.41,2629
70.58,4.41,61763
70.61,4.41,62530
70.64,4.41,834
70.67,4.42,59968
70.70,4.42,3392
70.73,4.42,6719
70.77,4.42,58429
70.80,4.42,2109
70.83,4.43,-1476
70.86,4.43,61754
70.89,4.43,63033
70.92,4.43,2105
70.95,4.43,59191
70.99,4.44,60214
71.02,4.44,566
71.05,4.44,-1227
71.08,4.44,2868
71.11,4.44,62258
71.14,4.45,59697
71.18,4.45,2097
71.21,4.45,2352
71.24,4.45,61998
71.27,4.45,1070
71.30,4.46,-467
71.33,4.46,58155
71.36,4.46,43
71.39,4.46,62249
71.43,4.46,60456
71.46,4.46,1064
71.49,4.47,-1753
71.52,4.47,61733
71.55,4.47,62500
71.58,4.47,57891
71.62,4.47,-1245
71.65,4.48,-1246
71.68,4.48,63008
71.71,4.48,55839
71.74,4.48,61470
71.77,4.48,798
71.81,4.49,62236
71.84,4.49,62491
71.87,4.49,58906
71.90,4.49,56089
71.93,4.49,25
71.96,4.50,2072
71.99,4.50,62742
72.02,4.50,60693
72.05,4.50,59412
72.09,4.50,-1004
72.12,4.51,275
72.15,4.51,3602
72.18,4.51,60176
72.21,4.51,272
72.24,4.51,3599
72.28,4.52,1294
72.31,4.52,4109
72.34,4.52,1036
72.37,4.52,60938
72.40,4.52,2314
72.43,4.53,1033
72.46,4.53,60679
72.50,4.53,-1017
72.53,4.53,62213
72.56,4.53,57092
72.59,4.54,59907
72.62,4.54,59650
72.65,4.54,2
72.69,4.54,257
72.72,4.54,-768
72.75,4.55,-1025
72.78,4.55,-258
72.81,4.55,2045
72.84,4.55,61691
72.87,4.55,-517
72.91,4.56,62713
72.94,4.56,61944
72.97,4.56,2808
73.00,4.56,61686
73.03,4.56,-1546
73.06,4.57,-267
73.10,4.57,60659
73.13,4.57,1011
73.16,4.57,1522
73.19,4.57,62960
73.22,4.58,61423
73.25,4.58,62702
73.29,4.58,58605
73.32,4.58,-2067
73.35,4.58,-532
73.38,4.58,60906
73.41,4.59,2538
73.44,4.59,-1815
73.47,4.59,-1816
73.51,4.59,-1305
73.54,4.59,-1306
73.57,4.60,2277
73.60,4.60,2276
73.63,4.60,-2333
73.66,4.60,226
73.69,4.60,-1311
73.72,4.61,61663
73.75,4.61,3807
73.79,4.61,63197
73.82,4.61,-1315
73.85,4.61,-36
73.88,4.62,57306
73.91,4.62,63193
73.94,4.62,63192
73.98,4.62,63191
74.01,4.62,-2089
74.04,4.63,470
74.07,4.63,63188
74.10,4.63,61139
74.13,4.63,723
74.16,4.63,-558
74.20,4.64,-1327
74.23,4.64,-816
74.26,4.64,58830
74.29,4.64,62669
74.32,4.64,59852
74.35,4.65,-1588
74.39,4.65,203
74.42,4.65,-566
74.45,4.65,-311
74.48,4.65,57799
74.51,4.66,62406
74.54,4.66,1478
74.57,4.66,-1851
74.60,4.66,59843
74.64,4.66,60866
74.67,4.67,1218
74.73,4.67,-2367
74.77,4.67,1728
74.79,4.67,63166
74.82,4.68,-322
74.85,4.68,62140
74.89,4.68,59835
74.92,4.68,60602
74.95,4.68,61881
74.98,4.68,1977
75.01,4.69,440
75.04,4.69,439
75.07,4.69,62901
75.11,4.69,-1355
75.14,4.69,-2380
75.17,4.70,2227
75.20,4.70,434
75.23,4.70,60336
75.26,4.70,688
75.29,4.70,1455
75.32,4.71,2734
75.36,4.71,55212
75.39,4.71,55723
75.42,4.71,1451
75.45,4.71,59561
75.48,4.72,-1879
75.51,4.72,2728
75.55,4.72,-1881
75.58,4.72,60069
75.61,4.72,677
75.64,4.73,62115
75.67,4.73,419
75.70,4.73,2210
75.74,4.73,-2399
75.77,4.73,416
75.80,4.74,-865
75.83,4.74,58781
75.86,4.74,60316
75.89,4.74,924
75.92,4.74,-101
75.96,4.75,61081
75.99,4.75,1177
76.02,4.75,-616
76.05,4.75,407
76.08,4.75,60309
76.11,4.76,62100
76.14,4.76,56723
76.18,4.76,56466
76.21,4.76,60305
76.24,4.76,62864
76.27,4.77,-1648
76.30,4.77,55950
76.33,4.77,1934
76.36,4.77,653
76.40,4.77,-628
76.43,4.78,63114
76.46,4.78,2186
76.49,4.78,137
76.52,4.78,62855
76.55,4.78,4743
76.58,4.79,59013
76.61,4.79,-1915
76.65,4.79,61571
76.68,4.79,3203
76.71,4.79,58497
76.74,4.80,-127
76.77,4.80,128
76.80,4.80,-1665
76.84,4.80,3198
76.87,4.80,63100
76.90,4.80,58747
76.93,4.81,-1157
76.96,4.81,1146
76.99,4.81,61816
77.02,4.81,-904
77.05,4.81,59766
77.09,4.82,62069
77.12,4.82,58740
77.15,4.82,-1420
77.18,4.82,3699
77.21,4.82,58737
77.24,4.83,58224
77.28,4.83,58479
77.32,4.83,62318
77.39,4.84,-1682
77.42,4.84,60524
77.45,4.84,58219
77.48,4.84,-1941
77.51,4.84,-1174
77.54,4.85,-151
77.58,4.85,60263
77.61,4.85,-2201
77.64,4.85,61029
77.67,4.85,59236
77.70,4.85,57699
77.73,4.86,61026
77.76,4.86,866
77.79,4.86,61536
77.82,4.86,61023
77.85,4.86,-673
77.89,4.87,-930
77.92,4.87,62300
77.95,4.87,60763
77.98,4.87,-1445
78.01,4.87,61529
78.05,4.88,-1191
78.08,4.88,61527
78.11,4.88,55638
78.14,4.88,61525
78.17,4.88,62804
78.20,4.89,-1452
78.23,4.89,-2477
78.26,4.89,56401
78.30,4.89,59216
78.33,4.89,-1968
78.36,4.90,-1457
78.39,4.90,63053
78.42,4.90,1101
78.45,4.90,-1972
78.49,4.90,59722
78.52,4.91,62537
78.55,4.91,61512
78.58,4.91,584
78.61,4.91,62534
78.64,4.91,2886
78.67,4.92,-1723
78.71,4.92,62787
78.74,4.92,57666
78.77,4.92,62785
78.80,4.92,62784
78.83,4.93,60223
78.86,4.93,-961
78.89,4.93,-962
78.93,4.93,62524
78.96,4.93,-964
78.99,4.94,62010
79.02,4.94,-2502
79.05,4.94,60472
79.08,4.94,59703
79.11,4.94,311
79.15,4.95,59701
79.18,4.95,-715
79.21,4.95,2612
79.24,4.95,60978
79.27,4.95,-2254
79.30,4.96,62512
79.35,4.96,2096
79.38,4.96,-1233
79.41,4.96,61485
79.45,4.96,557
79.48,4.97,61739
79.51,4.97,58922
79.54,4.97,61225
79.57,4.97,61992
79.60,4.97,60199
79.64,4.98,59686
79.67,4.98,58917
79.70,4.98,-2011
79.73,4.98,-476
79.76,4.98,2595
79.79,4.99,802
79.82,4.99,61728
79.86,4.99,32
79.89,4.99,-2529
79.92,4.99,63005
79.95,5.00,61468
79.98,5.00,-2532
80.01,5.00,-2533
80.04,5.00,61721
80.07,5.00,60696
80.10,5.01,59415
80.14,5.01,62486
80.17,5.01,62741
80.20,5.01,59156
80.23,5.01,20
80.26,5.02,62482
80.29,5.02,274
80.32,5.02,62992
80.36,5.02,784
80.39,5.02,60686
80.42,5.02,-1266
80.45,5.03,-2035
80.48,5.03,62219
80.51,5.03,61450
80.55,5.03,10
80.58,5.03,58120
